train_sample_id,utterance_id,transcript,emotion_4class,emotion_id,valence,arousal,dominance,session,speaker_id,duration,char_count,word_count,has_transcript
iemocap_train_02318,Ses03F_script02_2_F005,"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",angry,1,1.6667,4.3333,3.6667,Ses03,Ses03F,6.4140625,112,23,True
iemocap_train_02319,Ses03F_script02_2_F012,Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,angry,1,1.6667,3.3333,3.6667,Ses03,Ses03F,7.5149375,154,31,True
iemocap_train_02320,Ses03F_script02_2_F016,Do you remember the last time we came here?,sad,2,3.0,2.0,2.3333,Ses03,Ses03F,5.138625,43,9,True
iemocap_train_02321,Ses03F_script02_2_F017,We thought I was pregnant.,sad,2,3.6667,2.6667,2.6667,Ses03,Ses03F,3.1995,26,5,True
iemocap_train_02322,Ses03F_script02_2_F018,You brought a bottle of champagne.,sad,2,3.6667,2.3333,2.0,Ses03,Ses03F,3.7085625,34,6,True
iemocap_train_02323,Ses03F_script02_2_F019,We took off our shoes and we danced barefoot in the sand. Under the moon.,happy,3,4.0,2.6667,2.3333,Ses03,Ses03F,6.720625,73,15,True
iemocap_train_02324,Ses03F_script02_2_F020,And you whispered so intimately in my ear so I could feel your words.,happy,3,4.0,2.3333,2.3333,Ses03,Ses03F,6.3756875,69,14,True
iemocap_train_02325,Ses03F_script02_2_F021,"Oh, that moment-that was it.",happy,3,4.0,3.0,2.3333,Ses03,Ses03F,6.326375,28,5,True
iemocap_train_02326,Ses03F_script02_2_F022,"I told myself finally, this is how happy I'm supposed to be.",sad,2,3.6667,2.3333,3.0,Ses03,Ses03F,5.987,60,12,True
iemocap_train_02327,Ses03F_script02_2_F023,Dancing barefoot in the sand. Drinking out of a bottle of champagne.,happy,3,4.3333,3.6667,2.6667,Ses03,Ses03F,5.213,68,12,True
iemocap_train_02328,Ses03F_script02_2_F024,I don't want to remember something.,sad,2,2.6667,2.3333,2.0,Ses03,Ses03F,3.1510625,35,6,True
iemocap_train_02329,Ses03F_script02_2_F025,Hope for some things.,sad,2,2.3333,2.3333,2.0,Ses03,Ses03F,2.6870625,21,4,True
iemocap_train_02330,Ses03F_script02_2_F026,No.,sad,2,2.3333,2.3333,2.0,Ses03,Ses03F,2.795,3,1,True
iemocap_train_02331,Ses03F_script02_2_F027,No.,sad,2,2.3333,1.6667,2.0,Ses03,Ses03F,1.914875,3,1,True
iemocap_train_02332,Ses03F_script02_2_F028,"No, no.",sad,2,2.0,1.3333,2.0,Ses03,Ses03F,2.642,7,2,True
iemocap_train_02333,Ses03F_script02_2_F031,No.,angry,1,1.6667,4.0,4.0,Ses03,Ses03F,2.10875,3,1,True
iemocap_train_02334,Ses03F_script02_2_F035,"No, it's not. It's standing on the beach waiting and fighting.",angry,1,2.0,3.6667,3.6667,Ses03,Ses03F,4.363,62,11,True
iemocap_train_02335,Ses03F_script02_2_F036,Things have never turned out anything the way that I thought they would be.,sad,2,1.6667,3.0,2.6667,Ses03,Ses03F,4.8489375,75,14,True
iemocap_train_02336,Ses03F_script02_2_F038,it's not something else. Do you know what I'm trying to say?,sad,2,2.3333,3.6667,2.0,Ses03,Ses03F,3.854,60,12,True
iemocap_train_02337,Ses03F_script02_2_F039,"I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.",sad,2,2.3333,3.0,2.3333,Ses03,Ses03F,12.2406875,120,24,True
iemocap_train_02338,Ses03F_script02_2_F040,I didn't say that.,sad,2,2.3333,2.6667,2.3333,Ses03,Ses03F,2.244,18,4,True
iemocap_train_02339,Ses03F_script02_2_F043,"Well, I guess we're just in the wrong spart-spot with the right person.",happy,3,3.0,2.3333,2.6667,Ses03,Ses03F,8.0715625,71,13,True
iemocap_train_02340,Ses03F_script02_2_F044,I noticed that. It's beautiful.,happy,3,3.3333,2.0,2.0,Ses03,Ses03F,3.854,31,5,True
iemocap_train_02341,Ses03F_script02_2_F045,You can see right over the water.,happy,3,4.0,2.3333,2.3333,Ses03,Ses03F,3.73275,33,7,True
iemocap_train_02342,Ses03F_script02_2_F048,At least we won't need glasses.,happy,3,4.0,3.0,2.3333,Ses03,Ses03F,3.7085625,31,6,True
iemocap_train_02343,Ses03F_script02_2_F050,Maybe this is the right place after all.,happy,3,3.3333,2.3333,2.3333,Ses03,Ses03F,4.678125,40,8,True
iemocap_train_02344,Ses03F_script02_2_F051,"I'm sorry, Augie.",sad,2,3.0,2.3333,1.6667,Ses03,Ses03F,3.005625,17,3,True
iemocap_train_02345,Ses03F_script03_1_F000,[BREATHING],neutral,0,3.0,2.5,2.0,Ses03,Ses03F,1.66,11,1,True
iemocap_train_02346,Ses03F_script03_1_F001,Do you think it's them?,neutral,0,2.5,3.0,2.5,Ses03,Ses03F,2.251625,23,5,True
iemocap_train_02347,Ses03F_script03_1_F009,Don't laugh at me. I'm serious.,happy,3,2.5,3.5,2.5,Ses03,Ses03F,3.69925,31,6,True
iemocap_train_02348,Ses03F_script03_1_F014,"Oh dear, well, shall we want that?",sad,2,2.5,3.0,3.0,Ses03,Ses03F,2.8274375,34,7,True
iemocap_train_02349,Ses03F_script03_1_F015,"Well, what if happens if one of us is to die? Does the one that's left still laugh?",sad,2,2.5,3.5,2.5,Ses03,Ses03F,5.1,83,18,True
iemocap_train_02350,Ses03F_script03_1_F019,"Thank you, dear. The same applies to you. Except that if I ever so much as catch you looking at another woman I'll kill you.",happy,3,3.5,4.0,4.5,Ses03,Ses03F,8.6025,124,25,True
iemocap_train_02351,Ses03F_script03_1_F021,Oh Charles. That was his name. Charles. He did wiggle so beautifully.,happy,3,4.0,4.0,3.0,Ses03,Ses03F,4.36,69,12,True
iemocap_train_02352,Ses03F_script03_1_F025,yeah. And that was the first time you ever hit me.,happy,3,4.0,3.5,3.0,Ses03,Ses03F,3.5799375,50,11,True
iemocap_train_02353,Ses03F_script03_1_F026,The manager came in and found us rolling on the floor and biting and scratching like panthers. [LAUGHTER],happy,3,4.0,4.5,4.0,Ses03,Ses03F,5.8199375,105,18,True
iemocap_train_02354,Ses03F_script03_1_F027,I know. Oh man. Couldn't believe it.,happy,3,4.0,3.0,3.0,Ses03,Ses03F,4.5299375,36,7,True
iemocap_train_02355,Ses03F_script03_2_F004,"Just a little perhaps, but it was nothing serious.",neutral,0,2.5,3.5,4.0,Ses03,Ses03F,3.4524375,50,9,True
iemocap_train_02356,Ses03F_script03_2_F008,"Well, it's true.",neutral,0,2.5,3.0,3.5,Ses03,Ses03F,2.4275,16,3,True
iemocap_train_02357,Ses03F_script03_2_F013,It's become a habit with you.,neutral,0,2.0,3.5,3.5,Ses03,Ses03F,2.1424375,29,6,True
iemocap_train_02358,Ses03F_script03_2_F014,Don't be so stupid.,angry,1,2.0,2.5,4.0,Ses03,Ses03F,1.8999375,19,4,True
iemocap_train_02359,Ses03F_script03_2_F015,What?,angry,1,1.5,3.0,4.5,Ses03,Ses03F,1.3799375,5,1,True
iemocap_train_02360,Ses03F_script03_2_F017,"It's a woman's job to allure the man. Watch me, won't you, a minute?",neutral,0,3.0,3.0,3.5,Ses03,Ses03F,5.5425,68,14,True
iemocap_train_02361,Ses03F_script03_2_F018,"No, it isn't.",angry,1,2.0,2.5,3.5,Ses03,Ses03F,1.4174375,13,3,True
iemocap_train_02362,Ses03F_script03_2_F023,"I don't care. I don't care, do you understand? I don't care if they bark, if they roll over on the floor like hoops.",angry,1,1.0,4.5,5.0,Ses03,Ses03F,6.3499375,116,24,True
iemocap_train_02363,Ses03F_script03_2_F026,You are quite insufferable. I suppose it's because you're drunk.,angry,1,1.5,4.0,4.5,Ses03,Ses03F,3.79,64,10,True
iemocap_train_02364,Ses03F_script03_2_F035,Turn it on.,angry,1,2.0,3.5,3.5,Ses03,Ses03F,2.4,11,3,True
iemocap_train_02365,Ses03F_script03_2_F037,I will not. Go away. Go away. I hate you.,angry,1,1.5,3.5,4.5,Ses03,Ses03F,3.6474375,41,10,True
iemocap_train_02366,Ses03F_script03_2_F038,"Listen, indeed. No, no, no, no. I am sick and tired of listening to you, you sadistic bully.",angry,1,1.5,4.5,4.5,Ses03,Ses03F,6.6299375,92,18,True
iemocap_train_02367,Ses03F_script03_2_F039,"Stop it, stop it, I hate you, I loath you, you are overbearing and conceited and utterly impossible.",angry,1,1.0,4.5,5.0,Ses03,Ses03F,5.56,100,18,True
iemocap_train_02368,Ses03F_script03_2_F040,This is the end. Do you hear? The end. Now and forever.,angry,1,1.5,3.5,4.5,Ses03,Ses03F,4.4,55,12,True
iemocap_train_02369,Ses03F_script03_2_F041,"Oh, yes I am.",angry,1,1.5,3.0,4.0,Ses03,Ses03F,1.5563125,13,4,True
iemocap_train_02370,Ses03F_script03_2_F042,"Yes I am. Let go of me. I hate you and I loath you. God, I can't believe I just finally realized how you are. I am never marry you. Never. Never, never, never. I would rather die in torment.",angry,1,1.0,4.5,5.0,Ses03,Ses03F,10.74,190,40,True
iemocap_train_02371,Ses03F_script03_2_F043,"Beast or brute cad, swine beast beast brute.",angry,1,1.0,3.5,5.0,Ses03,Ses03F,3.925,44,8,True
iemocap_train_02372,Ses03M_impro01_F000,Is that a demand sir?,neutral,0,2.5,2.5,3.5,Ses03,Ses03F,3.3319375,21,5,True
iemocap_train_02373,Ses03M_impro01_F003,No. You filled out the back part. You were supposed to fill out the front portion only.,neutral,0,2.0,4.0,4.0,Ses03,Ses03F,3.87475,87,17,True
iemocap_train_02374,Ses03M_impro01_F022,Okay. I'm going to call security. Security!,angry,1,2.0,4.0,3.5,Ses03,Ses03F,4.7190625,43,7,True
iemocap_train_02375,Ses03M_impro01_F025,"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No. Get out.",angry,1,1.5,4.5,4.5,Ses03,Ses03F,6.7049375,117,21,True
iemocap_train_02376,Ses03M_impro02_F000,Um.,happy,3,4.0,3.0,3.0,Ses03,Ses03F,2.8055625,3,1,True
iemocap_train_02377,Ses03M_impro02_F003,Why the sad face?,happy,3,4.0,3.0,3.0,Ses03,Ses03F,2.66625,17,4,True
iemocap_train_02378,Ses03M_impro02_F013,Do this whole thing by myself?,sad,2,2.0,2.5,3.0,Ses03,Ses03F,2.6264375,30,6,True
iemocap_train_02379,Ses03M_impro02_F014,Carry her for nine months and then yes.,sad,2,1.5,3.0,3.5,Ses03,Ses03F,3.462125,39,8,True
iemocap_train_02380,Ses03M_impro02_F015,It's not the same thing. It's not like having you here.,sad,2,1.5,2.5,3.5,Ses03,Ses03F,3.8004375,55,11,True
iemocap_train_02381,Ses03M_impro02_F016,I can't do this.,sad,2,1.5,2.0,3.0,Ses03,Ses03F,2.8473125,16,4,True
iemocap_train_02382,Ses03M_impro02_F017,I'm sick of being strong-- --for us.,sad,2,1.5,2.5,3.5,Ses03,Ses03F,3.476125,36,7,True
iemocap_train_02383,Ses03M_impro02_F022,"and watch our child grow, see her take her first steps, her first words.",sad,2,2.0,3.5,3.5,Ses03,Ses03F,6.289,72,14,True
iemocap_train_02384,Ses03M_impro02_F023,You said two years.,sad,2,1.5,3.0,3.5,Ses03,Ses03F,2.76575,19,4,True
iemocap_train_02385,Ses03M_impro02_F024,A whole year? --We're not talking about like a couple months here. I mean this is a whole year.,sad,2,2.0,4.0,4.0,Ses03,Ses03F,6.2049375,95,19,True
iemocap_train_02386,Ses03M_impro02_F025,What could happen in a year?,sad,2,1.5,3.0,3.5,Ses03,Ses03F,2.785625,28,6,True
iemocap_train_02387,Ses03M_impro02_F026,And this isn't the first time you know? I mean you always...sending you off to different places and...,sad,2,1.5,3.5,4.0,Ses03,Ses03F,6.9044375,102,18,True
iemocap_train_02388,Ses03M_impro02_F027,I don't know if that's how I want to live my life.,sad,2,1.5,2.5,2.0,Ses03,Ses03F,4.7555,50,12,True
iemocap_train_02389,Ses03M_impro02_F028,"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--",sad,2,1.5,3.0,4.0,Ses03,Ses03F,12.34125,152,29,True
iemocap_train_02390,Ses03M_impro02_F029,far away and he won't be here.,sad,2,2.0,3.0,3.5,Ses03,Ses03F,3.3971875,30,7,True
iemocap_train_02391,Ses03M_impro02_F030,I'm done. I can't honey.,sad,2,1.5,3.0,4.0,Ses03,Ses03F,5.631,24,5,True
iemocap_train_02392,Ses03M_impro02_F031,It's over.,sad,2,1.5,2.0,3.0,Ses03,Ses03F,3.084125,10,2,True
iemocap_train_02393,Ses03M_impro02_F032,Honey I can't do it anymore.,sad,2,1.5,2.5,3.5,Ses03,Ses03F,3.760625,28,6,True
iemocap_train_02394,Ses03M_impro02_F033,I need you here. Anna needs you.,sad,2,1.5,3.5,4.0,Ses03,Ses03F,4.6759375,32,7,True
iemocap_train_02395,Ses03M_impro02_F034,yeah.,sad,2,2.0,3.5,4.0,Ses03,Ses03F,1.7509375,5,1,True
iemocap_train_02396,Ses03M_impro03_F001,What?,happy,3,4.0,2.5,3.0,Ses03,Ses03F,1.598125,5,1,True
iemocap_train_02397,Ses03M_impro03_F003,"Chuck E. Cheese? Ah, man that is so lame.",happy,3,4.5,4.5,4.0,Ses03,Ses03F,3.7585,41,9,True
iemocap_train_02398,Ses03M_impro03_F004,Are you serious [GARBAGE] man?,happy,3,4.5,4.5,4.0,Ses03,Ses03F,4.2025,30,5,True
iemocap_train_02399,Ses03M_impro03_F005,Oh like that one movie. What's that one movie I just saw? No. Where she like swallows the...,happy,3,4.0,3.5,3.5,Ses03,Ses03F,5.7674375,92,18,True
iemocap_train_02400,Ses03M_impro03_F006,"oh, I don't remember. Everybody Says I Love You with Drew Barrymore...no you haven't seen it? Okay.",happy,3,3.5,4.0,3.5,Ses03,Ses03F,5.773375,99,17,True
iemocap_train_02401,Ses03M_impro03_F010,[LAUGHTER] So nasty. No you... dirty me?,happy,3,4.5,4.5,4.0,Ses03,Ses03F,5.3028125,40,7,True
iemocap_train_02402,Ses03M_impro03_F012,She actually asked if it was real? I would've probably asked the same thing considering you were in Chuck E. Cheese.,happy,3,4.0,3.0,4.5,Ses03,Ses03F,5.4299375,116,21,True
iemocap_train_02403,Ses03M_impro03_F015,"Yeah. That's, you know, okay.",neutral,0,3.0,2.5,3.0,Ses03,Ses03F,2.7534375,29,5,True
iemocap_train_02404,Ses03M_impro03_F016,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor. I mean your dad makes... okey",happy,3,2.5,4.0,4.0,Ses03,Ses03F,9.4816875,118,22,True
iemocap_train_02405,Ses03M_impro03_F017,You had the mouse?,happy,3,3.5,3.5,3.0,Ses03,Ses03F,2.5994375,18,4,True
iemocap_train_02406,Ses03M_impro03_F018,Isn't it a rat? It's a rat. Chuck E. Cheese?,neutral,0,3.0,3.0,3.5,Ses03,Ses03F,4.1013125,44,10,True
iemocap_train_02407,Ses03M_impro03_F021,"Okay, that is really cheesy Joe.",happy,3,3.0,3.0,3.5,Ses03,Ses03F,3.584875,32,6,True
iemocap_train_02408,Ses03M_impro03_F022,Oh that's kind of sweet.,happy,3,3.5,2.0,2.5,Ses03,Ses03F,2.349125,24,5,True
iemocap_train_02409,Ses03M_impro03_F023,"Wait, wait, wait I want you to marry me? No, shouldn't you like be more like a question like, would you marry me? Not like I want you to marry me. It's like a demand.",happy,3,3.0,4.5,4.0,Ses03,Ses03F,8.2989375,166,35,True
iemocap_train_02410,Ses03M_impro03_F024,"You marry me. I man I Jane, you Tarzan.",happy,3,3.5,4.5,4.0,Ses03,Ses03F,4.03,39,9,True
iemocap_train_02411,Ses03M_impro03_F025,She said sure?,happy,3,3.5,3.0,2.0,Ses03,Ses03F,2.1180625,14,3,True
iemocap_train_02412,Ses03M_impro03_F026,Sure? Who says sure? You say yes...I don't like--,happy,3,2.0,3.5,4.0,Ses03,Ses03F,3.7161875,49,9,True
iemocap_train_02413,Ses03M_impro03_F027,How long have you guys been going out?,happy,3,2.5,3.0,3.5,Ses03,Ses03F,2.3105625,38,8,True
iemocap_train_02414,Ses03M_impro03_F033,She must be hot.,happy,3,2.0,3.0,3.5,Ses03,Ses03F,2.604,16,4,True
iemocap_train_02415,Ses03M_impro03_F036,You still act like a boy. And men take a lot longer to grow----I will tell you.,neutral,0,2.0,3.0,4.5,Ses03,Ses03F,4.1424375,79,17,True
iemocap_train_02416,Ses03M_impro04_F001,"Well have you been trying to get a job, look for a job or...?",neutral,0,3.0,2.5,2.5,Ses03,Ses03F,3.4875,61,14,True
iemocap_train_02417,Ses03M_impro04_F003,Well what are you looking for? I mean--,neutral,0,3.0,2.0,2.0,Ses03,Ses03F,1.7099375,39,8,True
iemocap_train_02418,Ses03M_impro04_F004,"Well, okay. Well that's--",neutral,0,3.0,2.0,2.0,Ses03,Ses03F,2.28,25,4,True
iemocap_train_02419,Ses03M_impro04_F007,Yeah.,sad,2,3.0,1.5,1.5,Ses03,Ses03F,1.5899375,5,1,True
iemocap_train_02420,Ses03M_impro04_F008,Yeah.,sad,2,3.0,2.0,1.5,Ses03,Ses03F,1.25,5,1,True
iemocap_train_02421,Ses03M_impro04_F010,Well what'd you major in?,happy,3,4.0,2.0,1.5,Ses03,Ses03F,2.1899375,25,5,True
iemocap_train_02422,Ses03M_impro04_F014,I am...just like a law clerk.,neutral,0,3.0,2.0,2.0,Ses03,Ses03F,2.7799375,29,6,True
iemocap_train_02423,Ses03M_impro04_F015,"Well, I'm moving up. I mean it could be...",neutral,0,3.0,3.0,2.5,Ses03,Ses03F,3.3574375,42,9,True
iemocap_train_02424,Ses03M_impro04_F023,"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",neutral,0,3.0,2.0,2.0,Ses03,Ses03F,6.5199375,127,22,True
iemocap_train_02425,Ses03M_impro04_F025,"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",neutral,0,3.0,2.5,2.5,Ses03,Ses03F,5.9599375,99,20,True
iemocap_train_02426,Ses03M_impro04_F029,You got to be positive man. You got to try to just--,neutral,0,3.0,2.5,3.0,Ses03,Ses03F,3.0399375,52,12,True
iemocap_train_02427,Ses03M_impro04_F030,But you got to be real about it. You have to...,neutral,0,3.0,2.5,2.5,Ses03,Ses03F,3.0799375,47,11,True
iemocap_train_02428,Ses03M_impro04_F031,Sixteen hundred.,neutral,0,4.0,2.0,2.5,Ses03,Ses03F,2.49,16,2,True
iemocap_train_02429,Ses03M_impro04_F032,Twenty-one hundred?,neutral,0,4.0,2.5,2.0,Ses03,Ses03F,2.37,19,2,True
iemocap_train_02430,Ses03M_impro05a_F000,Can I help you sir?,neutral,0,3.5,2.5,2.5,Ses03,Ses03F,1.8,19,5,True
iemocap_train_02431,Ses03M_impro05a_F001,"Well, let me just check on that for you. Where are you coming--?",neutral,0,3.5,2.0,2.5,Ses03,Ses03F,3.37,64,13,True
iemocap_train_02432,Ses03M_impro05a_F002,"Sir, yes it's in Maryland. It's okay...well, I'm...just let me check here.",neutral,0,2.0,2.5,3.0,Ses03,Ses03F,4.8799375,74,12,True
iemocap_train_02433,Ses03M_impro05a_F005,Okay and this is direct flight?,neutral,0,3.0,2.5,2.0,Ses03,Ses03F,1.6899375,31,6,True
iemocap_train_02434,Ses03M_impro05a_F007,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,neutral,0,2.5,3.0,3.0,Ses03,Ses03F,4.49,94,21,True
iemocap_train_02435,Ses03M_impro05a_F008,How many pieces of luggage do you have checked in?,neutral,0,3.0,2.5,3.0,Ses03,Ses03F,2.5299375,50,10,True
iemocap_train_02436,Ses03M_impro05a_F009,Eight pieces of luggage. Okay.,neutral,0,3.0,2.5,3.0,Ses03,Ses03F,2.81,30,5,True
iemocap_train_02437,Ses03M_impro05a_F011,I'm sorry sir.,neutral,0,3.0,2.0,2.0,Ses03,Ses03F,1.79,14,3,True
iemocap_train_02438,Ses03M_impro05a_F012,I'm very sorry but let's check on this immediately. This is definitely an emergency. It seems--,neutral,0,2.5,3.0,3.0,Ses03,Ses03F,6.6399375,95,16,True
iemocap_train_02439,Ses03M_impro05a_F014,Yes--it is,neutral,0,3.5,2.5,2.5,Ses03,Ses03F,1.2175,10,2,True
iemocap_train_02440,Ses03M_impro05a_F016,"Okay. We will find your luggage. Apparently because it somehow...what flight you were taking, you were on Delta?",neutral,0,2.5,3.0,3.0,Ses03,Ses03F,6.07,112,18,True
iemocap_train_02441,Ses03M_impro05a_F018,"Sir, I just...you need to calm down is what needs to happen right now.",angry,1,3.0,3.5,4.0,Ses03,Ses03F,3.86,70,14,True
iemocap_train_02442,Ses03M_impro05a_F021,"Please, please",neutral,0,3.0,3.0,2.5,Ses03,Ses03F,1.2599375,14,2,True
iemocap_train_02443,Ses03M_impro05a_F023,Okay. We can get it here in about seven to ten business days.,neutral,0,3.0,3.0,3.0,Ses03,Ses03F,4.4399375,61,13,True
iemocap_train_02444,Ses03M_impro05a_F024,"Yes. Well, because--",neutral,0,3.0,3.0,3.0,Ses03,Ses03F,1.3799375,20,3,True
iemocap_train_02445,Ses03M_impro05a_F025,I am the manager sir.,neutral,0,3.0,2.5,3.5,Ses03,Ses03F,2.4799375,21,5,True
iemocap_train_02446,Ses03M_impro05a_F028,What is your name?,angry,1,2.5,2.5,3.5,Ses03,Ses03F,1.2899375,18,4,True
iemocap_train_02447,Ses03M_impro05b_F000,Can I help you sir?,neutral,0,3.0,2.0,2.5,Ses03,Ses03F,2.6833125,19,5,True
iemocap_train_02448,Ses03M_impro05b_F001,Okay. Well let's...well I'm going to go ahead and check on that for you. You're coming from...where are you coming from?,neutral,0,3.0,3.0,3.0,Ses03,Ses03F,4.6775,120,21,True
iemocap_train_02449,Ses03M_impro05b_F002,Baltimore and this is a direct flight to LAX,neutral,0,3.0,2.5,3.5,Ses03,Ses03F,2.5099375,44,9,True
iemocap_train_02450,Ses03M_impro05b_F003,Okay. Let's look up here,neutral,0,3.0,2.0,3.0,Ses03,Ses03F,2.25,24,5,True
iemocap_train_02451,Ses03M_impro05b_F004,Okay. Well you um-...,neutral,0,3.0,3.0,2.5,Ses03,Ses03F,1.7599375,21,4,True
iemocap_train_02452,Ses03M_impro05b_F005,"What I can do for you is uh we can uh report lost, lost property.",neutral,0,3.0,3.0,2.5,Ses03,Ses03F,6.5749375,65,15,True
iemocap_train_02453,Ses03M_impro05b_F006,Yes.,neutral,0,3.0,3.0,2.5,Ses03,Ses03F,1.0399375,4,1,True
iemocap_train_02454,Ses03M_impro05b_F007,"Well sir, if if...what I believe has happened is most of the flight was left--",neutral,0,3.0,3.0,2.5,Ses03,Ses03F,5.8,78,15,True
iemocap_train_02455,Ses03M_impro05b_F008,the luggage was left in Baltimore. Therefore--,neutral,0,3.0,3.0,3.0,Ses03,Ses03F,2.725,46,7,True
iemocap_train_02456,Ses03M_impro05b_F009,"Like the luggage, the luggage on the flight.",neutral,0,3.0,3.5,2.5,Ses03,Ses03F,2.4025,44,8,True
iemocap_train_02457,Ses03M_impro05b_F010,No actually it was...this is the first time this has ever happened. I don't know what happened--,neutral,0,2.5,3.5,3.5,Ses03,Ses03F,4.1,96,17,True
iemocap_train_02458,Ses03M_impro05b_F011,"Well, we can give you um- hotel lodging for a night if that--",neutral,0,3.0,3.5,2.5,Ses03,Ses03F,6.72,61,13,True
iemocap_train_02459,Ses03M_impro05b_F012,For tonight- For tonight sir. Would you need to stay somewhere tonight?,neutral,0,2.5,3.0,3.0,Ses03,Ses03F,3.98,71,12,True
iemocap_train_02460,Ses03M_impro05b_F013,We can do Holiday Inn or...?,neutral,0,3.0,3.5,2.5,Ses03,Ses03F,3.8,28,6,True
iemocap_train_02461,Ses03M_impro05b_F014,Sir I understand that but just--,neutral,0,2.5,3.5,2.5,Ses03,Ses03F,2.1099375,32,6,True
iemocap_train_02462,Ses03M_impro05b_F015,Did you have your name tags on the luggage?,neutral,0,3.0,3.0,2.5,Ses03,Ses03F,3.0299375,43,9,True
iemocap_train_02463,Ses03M_impro05b_F016,"Okay. So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",neutral,0,3.0,3.5,2.5,Ses03,Ses03F,8.6399375,151,31,True
iemocap_train_02464,Ses03M_impro05b_F018,What is your business?,neutral,0,3.0,3.0,2.5,Ses03,Ses03F,1.91,22,4,True
iemocap_train_02465,Ses03M_impro05b_F019,"Okay. Sir? I am sorry to tell you this but this does happen. Uh- This is not uh- really,",neutral,0,2.5,3.0,2.5,Ses03,Ses03F,7.33,88,19,True
iemocap_train_02466,Ses03M_impro05b_F020,"I mean, our airline's fault. I don't know what happened, misplaced, something happened but we will get you--",neutral,0,2.5,3.5,2.5,Ses03,Ses03F,6.465,108,18,True
iemocap_train_02467,Ses03M_impro05b_F021,"Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore.",neutral,0,2.5,3.0,3.0,Ses03,Ses03F,7.1,105,17,True
iemocap_train_02468,Ses03M_impro05b_F022,Uh no I'm not.,neutral,0,2.5,2.5,2.5,Ses03,Ses03F,1.46,14,4,True
iemocap_train_02469,Ses03M_impro05b_F023,"Well we have some people back there that need some firing so, but I would just really appreciate--",neutral,0,3.0,3.0,3.0,Ses03,Ses03F,6.92,98,18,True
iemocap_train_02470,Ses03M_impro05b_F027,"Yes sir, Yes.",neutral,0,2.5,2.5,1.5,Ses03,Ses03F,1.8,13,3,True
iemocap_train_02471,Ses03M_impro05b_F028,We can have them direct your luggage to San Diego.,neutral,0,3.0,3.0,2.5,Ses03,Ses03F,3.28,50,10,True
iemocap_train_02472,Ses03M_impro05b_F029,Uh--,neutral,0,3.0,2.5,2.0,Ses03,Ses03F,2.8199375,4,1,True
iemocap_train_02473,Ses03M_impro05b_F030,Some refreshments in the lobby?,neutral,0,3.0,3.5,2.0,Ses03,Ses03F,3.1924375,31,5,True
iemocap_train_02474,Ses03M_impro06_F000,How's it going? How are you feeling?,sad,2,3.0,2.0,3.0,Ses03,Ses03F,5.0378125,36,7,True
iemocap_train_02475,Ses03M_impro06_F001,Hanging in there?,sad,2,3.5,2.5,2.5,Ses03,Ses03F,3.0908125,17,3,True
iemocap_train_02476,Ses03M_impro06_F002,So sad.,sad,2,2.0,2.0,2.5,Ses03,Ses03F,3.5775625,7,2,True
iemocap_train_02477,Ses03M_impro06_F003,Yeah.,sad,2,3.0,2.0,2.5,Ses03,Ses03F,2.6040625,5,1,True
iemocap_train_02478,Ses03M_impro06_F004,You guys were real close huh?,sad,2,2.0,2.0,3.0,Ses03,Ses03F,3.382875,29,6,True
iemocap_train_02479,Ses03M_impro06_F005,I'm so sorry.,sad,2,2.0,2.5,4.0,Ses03,Ses03F,3.8453125,13,3,True
iemocap_train_02480,Ses03M_impro06_F007,What happened? What went wrong?,sad,2,2.5,2.5,3.5,Ses03,Ses03F,6.230375,31,5,True
iemocap_train_02481,Ses03M_impro06_F008,Oh man.,sad,2,1.5,2.5,3.5,Ses03,Ses03F,2.1416875,7,2,True
iemocap_train_02482,Ses03M_impro06_F009,How are they?,sad,2,2.0,2.0,3.0,Ses03,Ses03F,3.0908125,13,3,True
iemocap_train_02483,Ses03M_impro06_F010,Yeah. Like I mean if you need anyone to talk to or anything I'm here for you okay?,sad,2,3.5,2.5,3.5,Ses03,Ses03F,8.3964375,82,18,True
iemocap_train_02484,Ses03M_impro06_F011,We're all here for you.,sad,2,3.0,2.5,4.0,Ses03,Ses03F,3.894,23,5,True
iemocap_train_02485,Ses03M_impro06_F012,I know.,sad,2,3.0,2.0,3.0,Ses03,Ses03F,2.3120625,7,2,True
iemocap_train_02486,Ses03M_impro06_F013,just things happen in life and you just...there's just no explanation you know? We just don't...,sad,2,2.5,3.0,3.5,Ses03,Ses03F,7.203875,96,16,True
iemocap_train_02487,Ses03M_impro06_F014,Yeah.,sad,2,2.0,2.5,3.0,Ses03,Ses03F,2.166,5,1,True
